"naftournament";"nafcoach";"race"
"7530";"25292";"20"
"7530";"21349";"31"
"7588";"20248";"5"
"7588";"13785";"9"
"7588";"16475";"2"
"7588";"20447";"23"
"7588";"10840";"12"
"7588";"13280";"23"
"7588";"11924";"2"
"7588";"11297";"3"
"7588";"17505";"2"
"7588";"27081";"3"
"7588";"19086";"12"
"7588";"25525";"11"
"7588";"16723";"9"
"7588";"21040";"18"
"7588";"20449";"8"
"7588";"21437";"2"
"7588";"21763";"3"
"7588";"23028";"12"
"7588";"5798";"2"
"7588";"22346";"15"
"7588";"16794";"11"
"7588";"25769";"9"
"7588";"25768";"15"
"7588";"22348";"23"
"7588";"21410";"12"
"7588";"24033";"23"
"7588";"24110";"2"
"7588";"9136";"3"
"7588";"30993";"1"
"7588";"30792";"15"
"7588";"17506";"3"
"7588";"16449";"2"
"7588";"5906";"9"
"7588";"7550";"12"
"7588";"8439";"3"
"7588";"7551";"2"
"7588";"18399";"3"
"7588";"19236";"2"
"7588";"8402";"10"
"7588";"24193";"12"
"7588";"21395";"31"
"7588";"19023";"9"
"7588";"8320";"5"
"7588";"8401";"30"
"7588";"25517";"2"
"7588";"30507";"12"
"7588";"20641";"3"
"7588";"32620";"11"
"7588";"20999";"11"
"7588";"20914";"8"
"7588";"19357";"24"
"7588";"29106";"15"
"7588";"21393";"1"
"7588";"24266";"3"
"7588";"24268";"2"
"7588";"20439";"23"
"7588";"9152";"11"
"7588";"20243";"12"
"7588";"21809";"8"
"7588";"24612";"23"
"7588";"20226";"9"
"7588";"31669";"11"
"7588";"15027";"4"
"7588";"32413";"15"
"7588";"5900";"3"
"7588";"3528";"5"
"7588";"13417";"12"
"7588";"13200";"15"
"7588";"34370";"14"
"7588";"34375";"23"
"7588";"33157";"15"
"7588";"34340";"11"
"7588";"5904";"18"
"7588";"16256";"30"
"7588";"17022";"9"
"7588";"19239";"15"
"7588";"12849";"1"
"7588";"7293";"20"
"7588";"17340";"23"
"7588";"32266";"11"
"7588";"26800";"3"
"7588";"4693";"11"
"7588";"16948";"11"
"7516";"29932";"23"
"7516";"28328";"23"
"7516";"22103";"29"
"7516";"30201";"29"
"7516";"22824";"5"
"7516";"26854";"25"
"7516";"29409";"24"
"7516";"33863";"10"
"7516";"28259";"6"
"7516";"31311";"29"
"7516";"34078";"15"
"7516";"31339";"7"
"7516";"11793";"20"
"7516";"33312";"23"
"7516";"30519";"23"
"7516";"24623";"29"
"7516";"13507";"20"
"7516";"10236";"7"
"7516";"30605";"15"
"7516";"30439";"29"
"7516";"33745";"7"
"7516";"27740";"29"
"7516";"26199";"8"
"7516";"26685";"20"
"7516";"33894";"20"
"7516";"29513";"15"
"7516";"26548";"20"
"7516";"29927";"29"
"7516";"35460";"8"
"7516";"20812";"7"
"7516";"27154";"7"
"7516";"20366";"20"
"7516";"20811";"7"
"7516";"17366";"23"
"7516";"24370";"8"
"7516";"8122";"7"
"7516";"29403";"8"
"7516";"30436";"23"
"7516";"20824";"23"
"7516";"32280";"15"
"7516";"32258";"7"
"7516";"30085";"20"
"7516";"34190";"8"
"7516";"31026";"29"
"7516";"35461";"7"
"7516";"11804";"7"
"7516";"24728";"8"
"7516";"34284";"20"
"7516";"35462";"15"
"7516";"6376";"20"
"7516";"3294";"7"
"7247";"10505";"23"
"7247";"17944";"22"
"7247";"24449";"10"
"7247";"25934";"31"
"7247";"27036";"18"
"7247";"28328";"23"
"7247";"29212";"22"
"7247";"29700";"28"
"7247";"30085";"22"
"7247";"30898";"3"
"7247";"31812";"13"
"7247";"33695";"12"
"7247";"33748";"13"
"7247";"34040";"2"
"7107";"20141";"29"
"7107";"31288";"25"
"7107";"10350";"7"
"7107";"19142";"30"
"7107";"26444";"11"
"7107";"18675";"15"
"7107";"12457";"8"
"7107";"16110";"23"
"7107";"20981";"16"
"7107";"19492";"21"
"7107";"18117";"1"
"7107";"22978";"4"
"7107";"22390";"20"
"7107";"21632";"17"
"7107";"33047";"1"
"7107";"32007";"8"
"7107";"26057";"21"
"7107";"18444";"4"
"7107";"18446";"18"
"7107";"8994";"11"
"7107";"18970";"14"
"7107";"21736";"31"
"7107";"22470";"23"
"7107";"19958";"1"
"7107";"26082";"7"
"7107";"24247";"20"
"7107";"24248";"29"
"7107";"27873";"8"
"7107";"24579";"2"
"7107";"34256";"19"
"7107";"32766";"5"
"7107";"35489";"4"
"7107";"19424";"8"
"7107";"22051";"13"
"7107";"6145";"7"
"7107";"34362";"2"
"7107";"18660";"3"
"7107";"15082";"11"
"7107";"19207";"15"
"7107";"25344";"19"
"7107";"32757";"1"
"7107";"32768";"18"
"7107";"32767";"11"
"7107";"20040";"15"
"7107";"24279";"13"
"7107";"25191";"19"
"7107";"25232";"14"
"7107";"34253";"2"
"7107";"12063";"20"
"7107";"20421";"15"
"7107";"21335";"29"
"7107";"22669";"7"
"7107";"27267";"18"
"7107";"34125";"30"
"7107";"27728";"23"
"7107";"27727";"4"
"7107";"13997";"22"
"7107";"17629";"5"
"7107";"22667";"12"
"7107";"27869";"23"
"7107";"33564";"4"
"7107";"35485";"25"
"7107";"35486";"3"
"7107";"35487";"31"
"7107";"35484";"4"
"7107";"27876";"28"
"7107";"29430";"29"
"7107";"22662";"22"
"7107";"7539";"23"
"7107";"29340";"3"
"7107";"12990";"29"
"7107";"15579";"2"
"7107";"22325";"30"
"7107";"19073";"11"
"7107";"24588";"24"
"7107";"32450";"2"
"7107";"28365";"23"
"7107";"18560";"11"
"7107";"16836";"8"
"7107";"35488";"1"
"7067";"13249";"31"
"7067";"35470";"10"
"7067";"32204";"31"
"7067";"15095";"17"
"7067";"34511";"1"
"7067";"19848";"23"
"7227";"194";"17"
"7227";"3176";"1"
"7227";"8852";"7"
"7227";"9758";"5"
"7227";"14182";"2"
"7227";"15546";"31"
"7227";"19132";"2"
"7227";"19892";"14"
"7227";"20062";"19"
"7227";"20167";"11"
"7227";"20309";"17"
"7227";"21506";"14"
"7227";"22352";"18"
"7227";"23332";"30"
"7227";"23827";"23"
"7227";"23980";"4"
"7227";"25744";"12"
"7227";"26530";"31"
"7227";"26782";"13"
"7227";"26821";"25"
"7227";"26914";"2"
"7227";"27064";"3"
"7227";"27828";"22"
"7227";"27829";"9"
"7227";"28280";"6"
"7227";"28659";"8"
"7227";"31367";"15"
"7227";"31750";"19"
"7227";"31786";"28"
"7227";"31896";"2"
"7227";"32480";"9"
"7227";"32530";"18"
"7227";"32544";"13"
"7227";"32605";"5"
"7227";"33234";"3"
"7227";"33553";"11"
"7227";"34538";"5"
"7227";"34903";"13"
"7227";"35011";"9"
"7227";"35140";"15"
"7227";"35189";"25"
"7227";"35361";"12"
"7227";"35362";"19"
"7227";"35363";"23"
"7227";"35364";"2"
"7227";"35365";"30"
"7227";"35366";"7"
"7227";"35367";"18"
"7227";"35368";"31"
"7227";"35370";"18"
"7227";"35374";"15"
"7227";"35375";"18"
"7227";"35376";"13"
"7227";"35377";"5"
"7227";"35378";"8"
"7227";"35385";"2"
"7227";"35386";"9"
"7227";"35395";"25"
"7439";"20267";"16"
"7439";"20331";"31"
"7439";"21112";"4"
"7439";"22278";"13"
"7439";"22592";"2"
"7439";"22907";"8"
"7439";"24887";"20"
"7439";"24888";"9"
"7439";"26466";"14"
"7439";"35161";"15"
"7476";"35429";"1"
"7476";"5893";"23"
"7476";"9957";"19"
"7476";"15843";"18"
"7476";"16977";"15"
"7476";"17243";"22"
"7476";"18620";"4"
"7476";"19342";"12"
"7476";"24466";"9"
"7476";"26102";"1"
"7476";"27480";"14"
"7476";"28206";"18"
"7476";"30618";"30"
"7476";"30887";"10"
"7476";"30923";"25"
"7476";"30933";"4"
"7476";"30935";"2"
"7476";"30959";"18"
"7476";"30971";"11"
"7476";"31395";"25"
"7476";"31930";"1"
"7476";"32282";"31"
"7476";"32970";"2"
"7476";"33014";"28"
"7476";"33408";"16"
"7476";"35355";"1"
"7476";"35414";"20"
"7476";"35432";"10"
"7294";"28932";"6"
"7294";"33723";"15"
"7294";"31941";"29"
"7294";"28934";"19"
"7294";"27815";"2"
"7294";"27663";"18"
"7294";"5222";"16"
"7474";"17255";"2"
"7474";"24452";"13"
"7474";"25285";"11"
"7474";"27053";"12"
"7474";"27054";"1"
"7474";"27059";"4"
"7474";"30231";"25"
"7474";"30232";"13"
"7474";"30488";"5"
"7474";"31491";"9"
"7474";"32165";"2"
"7474";"32422";"15"
"7474";"32423";"3"
"7474";"34070";"9"
"7579";"35505";"11"
"7579";"35504";"15"
"7281";"11789";"11"
"7281";"24449";"17"
"7281";"34040";"2"
"7281";"27052";"18"
"7281";"30605";"18"
"7281";"11793";"5"
"7281";"8821";"3"
"7281";"24370";"9"
"7281";"29700";"6"
"7281";"21332";"4"
"7281";"8122";"25"
"7281";"10236";"13"
"7281";"8196";"11"
"7281";"25934";"25"
"7281";"24028";"10"
"7281";"22102";"18"
"7281";"29363";"1"
"7281";"22824";"5"
"7281";"30537";"18"
"7281";"12520";"1"
"7281";"3294";"25"
"7281";"35169";"14"
"7281";"27740";"24"
"7281";"22103";"25"
"7281";"20366";"18"
"7281";"13507";"20"
"7281";"20755";"3"
"7281";"24623";"11"
"7281";"17366";"3"
"7312";"28932";"14"
"7328";"32076";"15"
"7328";"24151";"3"
"7328";"30504";"11"
"7312";"28934";"1"
"7328";"27317";"8"
"7282";"28841";"29"
"7282";"556";"23"
"7282";"26640";"30"
"7282";"24415";"8"
"7282";"32747";"29"
"7328";"31436";"17"
"7328";"16619";"24"
"7282";"31366";"13"
"7328";"25631";"11"
"7312";"27815";"30"
"7282";"32782";"11"
"7282";"28320";"30"
"7282";"9753";"4"
"7328";"19279";"3"
"7328";"26213";"3"
"7312";"27663";"18"
"7282";"33268";"23"
"7282";"34616";"22"
"7282";"35159";"9"
"7282";"32249";"30"
"7282";"32346";"15"
"7312";"18435";"1"
"7282";"5624";"1"
"7282";"33884";"10"
"7312";"31941";"29"
"7328";"26737";"30"
"7282";"25005";"4"
"7282";"33708";"12"
"7282";"33710";"7"
"7328";"16347";"29"
"7328";"9100";"8"
"7312";"33723";"23"
"7328";"18517";"18"
"7282";"5675";"19"
"7146";"6482";"2"
"7146";"23739";"30"
"7146";"29096";"17"
"7146";"25008";"30"
"7146";"7653";"11"
"7146";"20030";"30"
"7146";"28841";"30"
"7146";"556";"23"
"7146";"26640";"14"
"7146";"24415";"30"
"7146";"32747";"28"
"7146";"25005";"4"
"7146";"32786";"7"
"7146";"31366";"23"
"7146";"27223";"30"
"7146";"11292";"30"
"7146";"32782";"30"
"7146";"34522";"18"
"7146";"9753";"1"
"7146";"23461";"1"
"7146";"25207";"6"
"7146";"9625";"3"
"7146";"33268";"2"
"7146";"34616";"30"
"7146";"35159";"9"
"7146";"32249";"30"
"7146";"32346";"15"
"7146";"6060";"30"
"7146";"5624";"1"
"7146";"33884";"10"
"7146";"15257";"17"
"7146";"25204";"8"
"7146";"35284";"15"
"7146";"33708";"12"
"7146";"33710";"7"
"7146";"33324";"13"
"7146";"33469";"30"
"7146";"11552";"13"
"7146";"32516";"20"
"7146";"5675";"30"
"7444";"5143";"15"
"7444";"5131";"1"
"7444";"14843";"8"
"7444";"20842";"10"
"7444";"22173";"22"
"7444";"24644";"11"
"7444";"25649";"25"
"7444";"26158";"12"
"7444";"27212";"10"
"7444";"27497";"11"
"7444";"27657";"18"
"7444";"28083";"8"
"7444";"28385";"19"
"7444";"28437";"25"
"7444";"29843";"13"
"7444";"30714";"13"
"7444";"30935";"16"
"7444";"31544";"11"
"7444";"31623";"15"
"7444";"31698";"4"
"7444";"32648";"11"
"7444";"33023";"14"
"7444";"33242";"19"
"7444";"33243";"18"
"7444";"33525";"4"
"7444";"34052";"19"
"7444";"34069";"16"
"7444";"34848";"15"
"7312";"29229";"1"
"7312";"32956";"13"
"7312";"30969";"3"
"7312";"31255";"25"
"7312";"32132";"3"
"7312";"32430";"2"
"7312";"27816";"18"
"7312";"35233";"1"
"7312";"22433";"4"
"7454";"32998";"2"
"7454";"17005";"18"
"7454";"35223";"3"
"7454";"35413";"16"
"7454";"34094";"3"
"7454";"30447";"13"
"7454";"13997";"17"
"7454";"33158";"25"
"7454";"12990";"2"
"7454";"6261";"11"
"7454";"28417";"4"
"7454";"34095";"28"
"7454";"24553";"16"
"7454";"30329";"1"
"7454";"27580";"25"
"7454";"27208";"8"
"7454";"35224";"15"
"7454";"13425";"28"
"7454";"26584";"17"
"7454";"29340";"30"
"7656";"3741";"9"
"7656";"7312";"2"
"7656";"17245";"14"
"7656";"20857";"23"
"7656";"21062";"11"
"7656";"22702";"8"
"7656";"27023";"14"
"7656";"23154";"10"
"7656";"27808";"10"
"7656";"24671";"23"
"7656";"29227";"9"
"7656";"30879";"30"
"7656";"33206";"4"
"7639";"21497";"5"
"7639";"32632";"24"
"7639";"26028";"15"
"7639";"32637";"1"
"7036";"10904";"25"
"7639";"18724";"1"
"7639";"28019";"11"
"7639";"27349";"2"
"7157";"27077";"2"
"7036";"248";"24"
"7157";"27095";"28"
"7639";"30542";"13"
"7639";"33698";"4"
"7639";"32666";"18"
"7639";"18725";"2"
"7157";"21409";"17"
"7576";"31551";"6"
"7576";"12552";"10"
"7576";"19529";"15"
"7576";"19483";"1"
"7576";"20957";"13"
"7576";"18859";"7"
"7576";"20481";"23"
"7576";"33281";"18"
"7576";"32550";"14"
"7576";"17290";"15"
"7661";"12552";"9"
"7661";"19767";"20"
"7661";"19483";"23"
"7661";"21319";"15"
"7661";"17908";"8"
"7661";"35516";"17"
"7661";"31549";"25"
"7661";"27800";"1"
"7661";"33281";"24"
"7661";"35496";"20"
"7661";"20565";"30"
"7661";"31551";"30"
"7661";"35490";"3"
"7492";"28699";"17"
"7492";"30201";"5"
"7492";"23299";"8"
"7492";"29332";"1"
"7492";"26609";"29"
"7492";"30486";"4"
"7492";"29932";"23"
"7492";"23363";"9"
"7492";"31561";"25"
"7492";"35174";"1"
"7492";"29409";"10"
"7492";"33863";"15"
"7492";"35173";"5"
"7492";"15440";"1"
"7492";"11804";"10"
"7492";"32981";"31"
"7492";"27840";"25"
"7492";"31339";"30"
"7492";"33744";"4"
"7492";"30085";"22"
"7492";"27060";"4"
"7492";"26295";"17"
"7492";"30200";"13"
"7492";"34694";"30"
"7492";"32714";"9"
"7492";"21795";"13"
"7492";"29165";"5"
"7492";"16560";"30"
"7492";"13213";"4"
"7492";"34306";"3"
"7492";"7710";"24"
"7492";"4818";"2"
"7036";"28534";"23"
"7036";"29759";"19"
"7036";"30322";"8"
"7036";"32124";"11"
"7036";"32525";"18"
"7036";"32539";"6"
"7036";"35343";"15"
"7619";"6193";"31"
"7619";"34155";"23"
"7619";"33315";"5"
"7619";"30953";"0"
"7619";"6192";"19"
"7308";"32553";"13"
"7308";"18217";"1"
"7308";"31389";"13"
"7308";"519";"5"
"7308";"34998";"29"
"7308";"29047";"28"
"7308";"19082";"1"
"7308";"5232";"12"
"7308";"19888";"9"
"7308";"33190";"16"
"7308";"28933";"19"
"7308";"27663";"14"
"7308";"34632";"10"
"7308";"34088";"14"
"7308";"21291";"15"
"7308";"26251";"3"
"7308";"32062";"30"
"7308";"28934";"4"
"7521";"27891";"19"
"7521";"26259";"29"
"7521";"16413";"10"
"7521";"35593";"25"
"7521";"21178";"5"
"7521";"19860";"11"
"7521";"20342";"11"
"7521";"33400";"24"
"7521";"22572";"2"
"7521";"25955";"2"
"7521";"30600";"31"
"7521";"32963";"12"
"7521";"19850";"14"
"7521";"33785";"18"
"7521";"35594";"9"
"7521";"15144";"10"
"7521";"34392";"18"
"7521";"15142";"23"
"7521";"35595";"2"
"7521";"29452";"28"
"7521";"7037";"8"
"7521";"29454";"18"
"7560";"31975";"18"
"7560";"35027";"1"
"7560";"35015";"3"
"7560";"9813";"11"
"7560";"32921";"7"
"7560";"32667";"30"
"7560";"35278";"13"
"7560";"35335";"5"
"7560";"35271";"15"
"7560";"1882";"20"
"7560";"8666";"29"
"7560";"30643";"13"
"7560";"24030";"11"
"7253";"21907";"2"
"7253";"22475";"30"
"7253";"29466";"17"
"7253";"27871";"8"
"7253";"25566";"2"
"7253";"34170";"6"
"7253";"32926";"2"
"7253";"28229";"2"
"7253";"31581";"23"
"7253";"27761";"30"
"7253";"32562";"14"
"7253";"32380";"3"
"7253";"16932";"13"
"7253";"32858";"15"
"7253";"33086";"19"
"7253";"28904";"15"
"7253";"10434";"1"
"7253";"20558";"9"
"7253";"28903";"7"
"7253";"34171";"30"
"7253";"30015";"28"
"7253";"35040";"15"
"7253";"35041";"14"
"7253";"33978";"13"
"7253";"32827";"11"
"7253";"11777";"17"
"7253";"27613";"2"
"7253";"28989";"23"
"7253";"24423";"11"
"7253";"35120";"3"
"7253";"24477";"3"
"7253";"26282";"25"
"7253";"35298";"30"
"7253";"33736";"3"
"7253";"24310";"17"
"7253";"7553";"17"
"7253";"35341";"10"
"7253";"33390";"1"
"7583";"31305";"10"
"7583";"32191";"17"
"7583";"30916";"2"
"7583";"23496";"14"
"7583";"26092";"2"
"7583";"26793";"5"
"7583";"16591";"2"
"7583";"10831";"22"
"7583";"21977";"15"
"7583";"23424";"11"
"7583";"30033";"3"
"7583";"25254";"15"
"7583";"18216";"3"
"7583";"21869";"14"
"7583";"31535";"7"
"7583";"26089";"20"
"7583";"34799";"2"
"7583";"35554";"15"
"7583";"22477";"2"
"7583";"33287";"6"
"7583";"35559";"13"
"7583";"34526";"4"
"7583";"23600";"11"
"7583";"22176";"13"
"7583";"28490";"2"
"7583";"32201";"15"
"7583";"32193";"23"
"7583";"22110";"8"
"7583";"23128";"7"
"7583";"29221";"1"
"7583";"29222";"4"
"7592";"2654";"5"
"7592";"7503";"5"
"7592";"20783";"1"
"7592";"22007";"15"
"7592";"26954";"3"
"7592";"26969";"2"
"7592";"28345";"11"
"7592";"28783";"5"
"7592";"29013";"15"
"7592";"29673";"18"
"7592";"30902";"25"
"7592";"31416";"11"
"7592";"33200";"3"
"7592";"35534";"15"
"7392";"248";"32"
"7392";"10904";"32"
"7392";"23943";"32"
"7392";"24873";"32"
"7392";"24874";"32"
"7392";"24875";"32"
"7392";"25235";"32"
"7392";"27715";"32"
"7392";"28534";"32"
"7392";"32539";"32"
"7406";"9857";"2"
"7301";"18175";"7"
"7301";"24065";"8"
"7301";"30732";"29"
"7301";"31533";"29"
"7301";"31617";"20"
"7301";"31705";"7"
"7301";"31926";"29"
"7301";"31960";"20"
"7301";"20177";"8"
"7301";"31685";"23"
"7301";"32372";"7"
"7301";"33969";"8"
"7406";"21467";"15"
"7406";"11541";"11"
"7406";"25645";"25"
"7406";"25642";"31"
"7406";"32430";"3"
"7575";"18998";"2"
"7575";"26779";"25"
"7575";"32240";"16"
"7575";"26249";"4"
"7575";"34028";"14"
"7575";"34029";"12"
"7575";"29233";"13"
"7575";"34025";"15"
"7575";"23207";"6"
"7575";"23620";"22"
"7575";"19152";"3"
"7575";"14685";"8"
"7575";"24095";"2"
"7575";"520";"31"
"7575";"22399";"5"
"7575";"20805";"8"
"7375";"30318";"28"
"7375";"23522";"25"
"7375";"31146";"12"
"7375";"12737";"1"
"7375";"28306";"14"
"7375";"27626";"13"
"7375";"20907";"9"
"7375";"22803";"30"
"7375";"31748";"13"
"7375";"23532";"30"
"7375";"23549";"16"
"7375";"27960";"13"
"7375";"29233";"29"
"7375";"29232";"1"
"7375";"28320";"31"
"7375";"33566";"3"
"7375";"21378";"12"
"7375";"23620";"4"
"7375";"27628";"19"
"7375";"19016";"2"
"7375";"32255";"5"
"7375";"32256";"15"
"7375";"23534";"19"
"7375";"23207";"22"
"7375";"24096";"1"
"7375";"32240";"25"
"7375";"35179";"30"
"7375";"14685";"20"
"7375";"29299";"5"
"7375";"19152";"3"
"7375";"22399";"24"
"7375";"19156";"9"
"7375";"18996";"3"
"7375";"26249";"29"
"7375";"34028";"2"
"7375";"34029";"4"
"7375";"24095";"2"
"7375";"520";"31"
"7375";"20805";"20"
"7375";"27402";"29"
"7375";"35270";"1"
"7375";"27627";"4"
"7375";"21376";"7"
"7375";"113";"28"
"7375";"21402";"4"
"7375";"24114";"2"
"7375";"33519";"15"
"7375";"31145";"13"
"7375";"18998";"8"
"7375";"14684";"10"
"7375";"618";"4"
"7375";"21623";"13"
"7375";"34025";"15"
"7375";"28305";"18"
"7582";"3874";"2"
"7582";"14113";"2"
"7582";"35443";"30"
"7582";"29592";"4"
"7582";"32368";"14"
"7582";"29613";"3"
"7582";"12019";"4"
"7582";"27730";"1"
"7582";"2591";"29"
"7582";"16782";"9"
"7582";"15927";"18"
"7582";"16959";"1"
"7582";"25971";"14"
"7582";"20419";"25"
"7582";"1219";"5"
"7582";"25851";"6"
"7582";"29";"2"
"7582";"31463";"18"
"7582";"35561";"30"
"7582";"21684";"10"
"7538";"24783";"5"
"7538";"24784";"1"
"7538";"24840";"25"
"7538";"30998";"29"
"7538";"31000";"12"
"7538";"31899";"8"
"7538";"32586";"30"
"7538";"34243";"21"
"7169";"31941";"27"
"7169";"32549";"27"
"7169";"32859";"27"
"7169";"33423";"27"
"7479";"31339";"15"
"7479";"13819";"20"
"7479";"30201";"11"
"7479";"31709";"11"
"7479";"13607";"18"
"7479";"27852";"14"
"7479";"6376";"5"
"7479";"27084";"12"
"7479";"32961";"18"
"7479";"27111";"25"
"7479";"25705";"8"
"7479";"24141";"1"
"7479";"33863";"15"
"7479";"23668";"24"
"7479";"11804";"10"
"7479";"33276";"4"
"8087";"24193";"22"
"7479";"13826";"30"
"7479";"13620";"2"
"7479";"32958";"25"
"7479";"18610";"1"
"7479";"27861";"23"
"7479";"16627";"20"
"7479";"34553";"4"
"7479";"32615";"5"
"7479";"26200";"2"
"7479";"29332";"1"
"7479";"33461";"29"
"7479";"30894";"30"
"7479";"19114";"29"
"7479";"20836";"3"
"7479";"34572";"12"
"7479";"23113";"24"
"7479";"31711";"25"
"7479";"30895";"4"
"7479";"31710";"22"
"7479";"23299";"9"
"7235";"29078";"29"
"7235";"19750";"15"
"7235";"19064";"1"
"7235";"29227";"9"
"7235";"27581";"8"
"7235";"21133";"17"
"7235";"26597";"24"
"7235";"17245";"14"
"7235";"19749";"28"
"7235";"18639";"13"
"7235";"21414";"14"
"7235";"31551";"30"
"7235";"4024";"18"
"7235";"22515";"19"
"7235";"31549";"25"
"7235";"19529";"15"
"7235";"20481";"3"
"7235";"31128";"17"
"7235";"29315";"9"
"7235";"9524";"12"
"7235";"14387";"16"
"7235";"11499";"11"
"7235";"33925";"1"
"7235";"29026";"24"
"7235";"29046";"25"
"7235";"35401";"8"
"7235";"29172";"3"
"7235";"34342";"18"
"7235";"20251";"19"
"7235";"28547";"25"
"7235";"30469";"3"
"7235";"24222";"31"
"7235";"17473";"29"
"7235";"6048";"13"
"7235";"22380";"23"
"8087";"19236";"23"
"7235";"6363";"1"
"7235";"11498";"25"
"7235";"35340";"10"
"7235";"18579";"23"
"7235";"34588";"3"
"7235";"27358";"1"
"7235";"23066";"8"
"7235";"17670";"23"
"7235";"24314";"23"
"7235";"24074";"25"
"7235";"27450";"2"
"7235";"23538";"5"
"7235";"28963";"5"
"7235";"11501";"2"
"7235";"10593";"5"
"7235";"30340";"29"
"7235";"27113";"28"
"7235";"32951";"2"
"7235";"19078";"23"
"7235";"32911";"4"
"7235";"23409";"20"
"7235";"32937";"21"
"7235";"35033";"2"
"7235";"33447";"23"
"7235";"35527";"12"
"8087";"9152";"12"
"7487";"29078";"25"
"7487";"21295";"3"
"7487";"27450";"2"
"7487";"19750";"15"
"7487";"24074";"25"
"7487";"29026";"24"
"7487";"25714";"29"
"7487";"11501";"21"
"7487";"9524";"12"
"7521";"21598";"8"
"7521";"26909";"3"
"7521";"10602";"25"
"7521";"3981";"20"
"7578";"35586";"4"
"7578";"34460";"15"
"7578";"33880";"11"
"7578";"32210";"12"
"7578";"32506";"2"
"7578";"32759";"12"
"7578";"32988";"16"
"7578";"31288";"7"
"7578";"30727";"2"
"7578";"30576";"17"
"7578";"30574";"14"
"7578";"29693";"14"
"7578";"28580";"4"
"7578";"28417";"4"
"7578";"26082";"24"
"7578";"26063";"25"
"7578";"25344";"12"
"7578";"24248";"23"
"7578";"24247";"28"
"7578";"23447";"23"
"7578";"22470";"3"
"7578";"20591";"23"
"7578";"20590";"30"
"7578";"20588";"11"
"8087";"20243";"31"
"7578";"19207";"15"
"7578";"18903";"12"
"7578";"18660";"19"
"7578";"18208";"23"
"7578";"16824";"2"
"7578";"16353";"9"
"7578";"16213";"14"
"7578";"15082";"11"
"7578";"13563";"11"
"7578";"13335";"3"
"7578";"8735";"3"
"7578";"7230";"3"
"7578";"3116";"3"
"7578";"4398";"1"
"7578";"7539";"2"
"7283";"18435";"1"
"7578";"11132";"3"
"7578";"11134";"13"
"7578";"12457";"29"
"7578";"12005";"15"
"7578";"14616";"12"
"7578";"15578";"11"
"7578";"17279";"4"
"7578";"17350";"3"
"7578";"17710";"11"
"7578";"17768";"24"
"7578";"18675";"15"
"7578";"18970";"14"
"7578";"19142";"21"
"7578";"19446";"12"
"7578";"21487";"23"
"7578";"21919";"17"
"7578";"24250";"18"
"7578";"24304";"11"
"7578";"25090";"8"
"7578";"26060";"11"
"7578";"28040";"28"
"7578";"29219";"9"
"7578";"30934";"14"
"7578";"31057";"17"
"7578";"31349";"5"
"7578";"32757";"15"
"7578";"32767";"19"
"7578";"33120";"3"
"7578";"33131";"13"
"7578";"33443";"18"
"7578";"33888";"2"
"7578";"34673";"15"
"7578";"35266";"2"
"7578";"35420";"2"
"7578";"35584";"15"
"7578";"35587";"14"
"7578";"35588";"5"
"7578";"35589";"3"
"7578";"35590";"1"
"7578";"11801";"5"
"7578";"12496";"23"
"7578";"15293";"28"
"7578";"16719";"9"
"7578";"17549";"11"
"7578";"17711";"1"
"7578";"18344";"17"
"7578";"19131";"15"
"7578";"19185";"13"
"7578";"19260";"12"
"7578";"20141";"2"
"7578";"20270";"14"
"7578";"20595";"3"
"7578";"20848";"29"
"7578";"21118";"11"
"8098";"8441";"32"
"7578";"22126";"3"
"7578";"22726";"15"
"7578";"22776";"13"
"7578";"22978";"4"
"7578";"23126";"3"
"7578";"23731";"9"
"7578";"26726";"25"
"7578";"27395";"7"
"7578";"29704";"29"
"7578";"31328";"13"
"7578";"31609";"9"
"7578";"31613";"11"
"7578";"32005";"31"
"7578";"32322";"30"
"7578";"32504";"1"
"7578";"32798";"9"
"7578";"32824";"14"
"7578";"33762";"14"
"7578";"33764";"23"
"7578";"34021";"4"
"7578";"35577";"17"
"7578";"35579";"11"
"7578";"35581";"15"
"7578";"35583";"15"
"7578";"4978";"22"
"7578";"6984";"1"
"7578";"4019";"10"
"7578";"8861";"99"
"7578";"8734";"18"
"7578";"10633";"2"
"7578";"12130";"99"
"7578";"13691";"99"
"7578";"14519";"99"
"7578";"15806";"99"
"7578";"16205";"22"
"7578";"20320";"99"
"7578";"21702";"28"
"7578";"23296";"21"
"7578";"23948";"99"
"7578";"26062";"99"
"7578";"30676";"18"
"7578";"33310";"14"
"7578";"34601";"15"
"7578";"35585";"3"
"7578";"4728";"6"
"7578";"8733";"17"
"7578";"9829";"24"
"7578";"13455";"15"
"7578";"12319";"11"
"7578";"11932";"18"
"7578";"11491";"12"
"7578";"13583";"23"
"7578";"13997";"1"
"7578";"14163";"18"
"7578";"14524";"2"
"7578";"16350";"30"
"7578";"16354";"29"
"7578";"18901";"2"
"7578";"19071";"11"
"7578";"19452";"23"
"7578";"19739";"15"
"7578";"19879";"2"
"7578";"20685";"3"
"7578";"22633";"7"
"7578";"24249";"15"
"7578";"25343";"23"
"7578";"25976";"9"
"7578";"26790";"21"
"7578";"27682";"22"
"7578";"29658";"3"
"7578";"30941";"13"
"7578";"31289";"4"
"7578";"31359";"2"
"7578";"31396";"11"
"7578";"32518";"11"
